0.000000000000000000e+00 3.703872819236774831e+03 5.851986905648186621e+03 4.752639919000992835e-03 -3.856812869543124744e+00 2.432274810144372523e+00 6.067475338669627405e+00
1.000000000000000000e+00 3.464622320084957664e+03 5.985164647575265008e+03 3.637895779458911534e+02 -4.115337583367950636e+00 2.005379234325882720e+00 6.054319032566202630e+00
2.000000000000000000e+00 3.210387582499296059e+03 6.092457024041717887e+03 7.259966738204118428e+02 -4.356104157696363721e+00 1.569741073564357103e+00 6.014902119561640781e+00
3.000000000000000000e+00 2.942266130498575421e+03 6.173396174010866162e+03 1.085054762138040587e+03 -4.578058167652366173e+00 1.127256302152058298e+00 5.949389211811062061e+00
4.000000000000000000e+00 2.661416293828325252e+03 6.227628967293258938e+03 1.439405918091707690e+03 -4.780228026644254058e+00 6.798518143508107681e-01 5.858060688110734660e+00
5.000000000000000000e+00 2.369052100279629940e+03 6.254918593226836492e+03 1.787512480349512998e+03 -4.961729489327116660e+00 2.294764990997063547e-01 5.741311395719953303e+00
6.000000000000000000e+00 2.066437911510504819e+03 6.255145610616737031e+03 2.127863865611097026e+03 -5.121769691334834285e+00 -2.219077804606477966e-01 5.599648759475980064e+00
7.000000000000000000e+00 1.754882830873253624e+03 6.228308455031444282e+03 2.458983252511100090e+03 -5.259650703031311103e+00 -6.723352409423213327e-01 5.433690316593427383e+00
8.000000000000000000e+00 1.435734912949732006e+03 6.174523403228859934e+03 2.779434101078552885e+03 -5.374772580290303026e+00 -1.119845205653216436e+00 5.244160701179173323e+00
9.000000000000000000e+00 1.110375205346104167e+03 6.094023998061341445e+03 3.087826475543271954e+03 -5.466635901160952216e+00 -1.562491046336086375e+00 5.031888107466416571e+00
1.000000000000000000e+01 7.802116537994439796e+02 5.987159940619330882e+03 3.382823140140737451e+03 -5.534843783041758059e+00 -1.998348984785909943e+00 4.797800264956649130e+00
1.100000000000000000e+01 4.466729018094047206e+02 5.854395459563579607e+03 3.663145399656659720e+03 -5.579103380504925269e+00 -2.425526703549292673e+00 4.542919961966036979e+00
1.200000000000000000e+01 1.112020158483629615e+02 5.696307170518382918e+03 3.927578658717453891e+03 -5.599226869033732790e+00 -2.842171719714114531e+00 4.268360156445463183e+00
1.300000000000000000e+01 -2.247498332497301590e+02 5.513581441016455756e+03 4.174977676216979489e+03 -5.595131924523638389e+00 -3.246479481102976905e+00 3.975318714358924588e+00
1.400000000000000000e+01 -5.597297028327901671e+02 5.307011278773729828e+03 4.404271493715045835e+03 -5.566841712341621395e+00 -3.636701149792201271e+00 3.665072816376862885e+00
