5.982700000000000000e+04 -1.170009999999999974e-02
5.982800000000000000e+04 -1.101199999999999922e-02
5.982900000000000000e+04 -1.037929999999999929e-02
5.983000000000000000e+04 -9.974800000000000680e-03
5.983100000000000000e+04 -9.801000000000000684e-03
5.983200000000000000e+04 -9.889000000000000221e-03
5.983300000000000000e+04 -1.018110000000000022e-02
5.983400000000000000e+04 -1.054090000000000062e-02
5.983500000000000000e+04 -1.087169999999999977e-02
5.983600000000000000e+04 -1.098310000000000085e-02
5.983700000000000000e+04 -1.089410000000000031e-02
5.983800000000000000e+04 -1.052119999999999965e-02
5.983900000000000000e+04 -9.986599999999999991e-03
5.984000000000000000e+04 -9.228300000000000045e-03
5.984100000000000000e+04 -8.430500000000000493e-03
5.984200000000000000e+04 -7.571399999999999832e-03
5.984300000000000000e+04 -6.671800000000000300e-03
5.984400000000000000e+04 -5.966400000000000176e-03
5.984500000000000000e+04 -5.443599999999999828e-03
5.984600000000000000e+04 -5.091400000000000266e-03
5.984700000000000000e+04 -4.939299999999999767e-03
5.984800000000000000e+04 -4.942799999999999798e-03
5.984900000000000000e+04 -5.096200000000000382e-03
5.985000000000000000e+04 -5.307899999999999945e-03
5.985100000000000000e+04 -5.388099999999999834e-03
5.985200000000000000e+04 -5.323099999999999880e-03
5.985300000000000000e+04 -5.046199999999999818e-03
5.985400000000000000e+04 -4.547700000000000006e-03
5.985500000000000000e+04 -4.046400000000000344e-03
5.985600000000000000e+04 -3.591500000000000074e-03
5.985700000000000000e+04 -3.226600000000000041e-03
5.985800000000000000e+04 -3.063300000000000137e-03
5.985900000000000000e+04 -3.181699999999999980e-03
5.986000000000000000e+04 -3.532500000000000050e-03
5.986100000000000000e+04 -4.071100000000000239e-03
5.986200000000000000e+04 -4.661600000000000119e-03
5.986300000000000000e+04 -5.177600000000000084e-03
5.986400000000000000e+04 -5.496299999999999970e-03
5.986500000000000000e+04 -5.593800000000000334e-03
5.986600000000000000e+04 -5.444100000000000328e-03
5.986700000000000000e+04 -5.176599999999999951e-03
5.986800000000000000e+04 -4.893999999999999913e-03
5.986900000000000000e+04 -4.661600000000000119e-03
5.987000000000000000e+04 -4.560999999999999950e-03
5.987100000000000000e+04 -4.589000000000000197e-03
5.987200000000000000e+04 -4.770100000000000208e-03
5.987300000000000000e+04 -5.150799999999999650e-03
5.987400000000000000e+04 -5.726300000000000140e-03
5.987500000000000000e+04 -6.504700000000000412e-03
5.987600000000000000e+04 -7.480699999999999850e-03
5.987700000000000000e+04 -8.404800000000000465e-03
5.987800000000000000e+04 -9.242500000000000715e-03
5.987900000000000000e+04 -9.881100000000000300e-03
5.988000000000000000e+04 -1.023040000000000060e-02
5.988100000000000000e+04 -1.033030000000000059e-02
5.988200000000000000e+04 -1.029440000000000043e-02
5.988300000000000000e+04 -1.020790000000000065e-02
5.988400000000000000e+04 -1.018920000000000069e-02
5.988500000000000000e+04 -1.040939999999999921e-02
5.988600000000000000e+04 -1.094780000000000059e-02
5.988700000000000000e+04 -1.180679999999999924e-02
5.988800000000000000e+04 -1.281350000000000024e-02
5.988900000000000000e+04 -1.380250000000000053e-02
5.989000000000000000e+04 -1.474349999999999966e-02
5.989100000000000000e+04 -1.544249999999999963e-02
5.989200000000000000e+04 -1.594740000000000046e-02
5.989300000000000000e+04 -1.625000000000000056e-02
5.989400000000000000e+04 -1.623139999999999999e-02
5.989500000000000000e+04 -1.604490000000000083e-02
5.989600000000000000e+04 -1.577399999999999983e-02
5.989700000000000000e+04 -1.550029999999999984e-02
5.989800000000000000e+04 -1.534480000000000045e-02
5.989900000000000000e+04 -1.529639999999999993e-02
5.990000000000000000e+04 -1.545529999999999994e-02
5.990100000000000000e+04 -1.585490000000000163e-02
5.990200000000000000e+04 -1.641350000000000101e-02
5.990300000000000000e+04 -1.710510000000000155e-02
5.990400000000000000e+04 -1.793660000000000046e-02
5.990500000000000000e+04 -1.866510000000000044e-02
5.990600000000000000e+04 -1.927250000000000144e-02
5.990700000000000000e+04 -1.968249999999999861e-02
