2.437300500000000000e+06 1.422817999999999916e+00 3.730000000000000000e+04 1.296000000000000060e-03
2.437512500000000000e+06 1.372818000000000094e+00 3.730000000000000000e+04 1.296000000000000060e-03
2.437665500000000000e+06 1.845857999999999999e+00 3.766500000000000000e+04 1.123000000000000083e-03
2.438334500000000000e+06 1.945858000000000088e+00 3.766500000000000000e+04 1.123000000000000083e-03
2.438395500000000000e+06 3.240130000000000177e+00 3.876100000000000000e+04 1.296000000000000060e-03
2.438486500000000000e+06 3.340129999999999821e+00 3.876100000000000000e+04 1.296000000000000060e-03
2.438639500000000000e+06 3.440129999999999910e+00 3.876100000000000000e+04 1.296000000000000060e-03
2.438761500000000000e+06 3.540129999999999999e+00 3.876100000000000000e+04 1.296000000000000060e-03
2.438820500000000000e+06 3.640130000000000088e+00 3.876100000000000000e+04 1.296000000000000060e-03
2.438942500000000000e+06 3.740130000000000177e+00 3.876100000000000000e+04 1.296000000000000060e-03
2.439004500000000000e+06 3.840129999999999821e+00 3.876100000000000000e+04 1.296000000000000060e-03
2.439126500000000000e+06 4.313170000000000393e+00 3.912600000000000000e+04 2.592000000000000120e-03
2.439887500000000000e+06 4.213169999999999860e+00 3.912600000000000000e+04 2.592000000000000120e-03
2.441317500000000000e+06 1.000000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
2.441499500000000000e+06 1.100000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
2.441683500000000000e+06 1.200000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
2.442048500000000000e+06 1.300000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
2.442413500000000000e+06 1.400000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
2.442778500000000000e+06 1.500000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
2.443144500000000000e+06 1.600000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
2.443509500000000000e+06 1.700000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
2.443874500000000000e+06 1.800000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
2.444239500000000000e+06 1.900000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
2.444786500000000000e+06 2.000000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
2.445151500000000000e+06 2.100000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
2.445516500000000000e+06 2.200000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
2.446247500000000000e+06 2.300000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
2.447161500000000000e+06 2.400000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
2.447892500000000000e+06 2.500000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
2.448257500000000000e+06 2.600000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
2.448804500000000000e+06 2.700000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
2.449169500000000000e+06 2.800000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
2.449534500000000000e+06 2.900000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
2.450083500000000000e+06 3.000000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
2.450630500000000000e+06 3.100000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
2.451179500000000000e+06 3.200000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
2.453736500000000000e+06 3.300000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
2.454832500000000000e+06 3.400000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
2.456109500000000000e+06 3.500000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
2.457204500000000000e+06 3.600000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
2.457754500000000000e+06 3.700000000000000000e+01 4.131700000000000000e+04 0.000000000000000000e+00
